Pathogen,table_id,Food_category,Year,Serotype,Burden,Trajectory,Year_range,No_of_illnesses,Burden_sort_order,Trajectory_sort_order,Master_sort_order
Salmonella,Turkey_Hadar_2012-2016,Turkey,2021,Hadar,Moderate,Increased,2012-2016,0,2,1,4
Salmonella,Turkey_Hadar_2017-2021,Turkey,2021,Hadar,Moderate,Increased,2017-2021,51,2,1,4
Salmonella,Turkey_Newport_2012-2016,Turkey,2021,Newport,Low,Increased,2012-2016,0,3,1,7
Salmonella,Turkey_Newport_2017-2021,Turkey,2021,Newport,Low,Increased,2017-2021,9,3,1,7
Salmonella,Turkey_Anatum_2012-2016,Turkey,2021,Anatum,Low,Increased,2012-2016,0,3,1,7
Salmonella,Turkey_Anatum_2017-2021,Turkey,2021,Anatum,Low,Increased,2017-2021,8,3,1,7
Salmonella,Turkey_Schwarzengrund_2012-2016,Turkey,2021,Schwarzengrund,Low,Increased,2012-2016,0,3,1,7
Salmonella,Turkey_Schwarzengrund_2017-2021,Turkey,2021,Schwarzengrund,Low,Increased,2017-2021,7,3,1,7
Salmonella,"Turkey_I 4,[5],12:i:-_2012-2016",Turkey,2021,"I 4,[5],12:i:-",Low,Decreased,2012-2016,10,3,3,9
Salmonella,"Turkey_I 4,[5],12:i:-_2017-2021",Turkey,2021,"I 4,[5],12:i:-",Low,Decreased,2017-2021,3,3,3,9
Salmonella,Turkey_Braenderup_2012-2016,Turkey,2021,Braenderup,Low,Decreased,2012-2016,4,3,3,9
Salmonella,Turkey_Braenderup_2017-2021,Turkey,2021,Braenderup,Low,Decreased,2017-2021,0,3,3,9
Salmonella,Turkey_Javiana_2012-2016,Turkey,2021,Javiana,Low,Decreased,2012-2016,20,3,3,9
Salmonella,Turkey_Javiana_2017-2021,Turkey,2021,Javiana,Low,Decreased,2017-2021,0,3,3,9
Salmonella,Turkey_Muenchen_2012-2016,Turkey,2021,Muenchen,Low,Decreased,2012-2016,14,3,3,9
Salmonella,Turkey_Muenchen_2017-2021,Turkey,2021,Muenchen,Low,Decreased,2017-2021,0,3,3,9
Salmonella,Turkey_Saintpaul_2012-2016,Turkey,2021,Saintpaul,Low,Decreased,2012-2016,13,3,3,9
Salmonella,Turkey_Saintpaul_2017-2021,Turkey,2021,Saintpaul,Low,Decreased,2017-2021,0,3,3,9
Salmonella,Turkey_Typhimurium_2012-2016,Turkey,2021,Typhimurium,Low,Decreased,2012-2016,7,3,3,9
Salmonella,Turkey_Typhimurium_2017-2021,Turkey,2021,Typhimurium,Low,Decreased,2017-2021,0,3,3,9
